Postcode,In Use?,Latitude,Population,Longitude,Postcode district,Postcode area,Average Income,LSOA code,County
SW1X 0AA,Yes,51.497343,15,-0.159457,SW1X,SW,85700,E01002818,Greater London
SW1X 0AT,Yes,51.494644,4,-0.158735,SW1X,SW,85700,E01002863,Greater London
SW1X 0DF,Yes,51.495203,70,-0.16231,SW1X,SW,85700,E01002860,Greater London
SW1X 7BF,Yes,51.502034,,-0.157428,SW1X,SW,86100,E01004691,Greater London
SW1X 7JF,Yes,51.502336,,-0.159588,SW1X,SW,86100,E01004689,Greater London
SW1X 7XL,Yes,51.499444,,-0.163234,SW1X,SW,85700,E01002819,Greater London
SW2 1AA,Yes,51.454693,32,-0.119331,SW2,SW,71300,E01003178,Greater London
SW2 1AF,Yes,51.451173,11,-0.120742,SW2,SW,71300,E01003171,Greater London
SW2 1AH,Yes,51.454189,81,-0.120446,SW2,SW,71300,E01003018,Greater London
SW2 1AJ,Yes,51.458426,118,-0.112671,SW2,SW,57300,E01003050,Greater London
SW2 1BF,Yes,51.455425,43,-0.115055,SW2,SW,57300,E01003176,Greater London
SW2 1EG,Yes,51.45931,,-0.117273,SW2,SW,57300,E01003020,Greater London
SW2 1EQ,Yes,51.445934,,-0.123767,SW2,SW,57600,E01003025,Greater London
SW2 1EY,Yes,51.451564,90,-0.122166,SW2,SW,57600,E01003024,Greater London
SW2 1HJ,Yes,51.447723,7,-0.125406,SW2,SW,57600,E01003023,Greater London
SW2 1JG,Yes,51.461272,,-0.114641,SW2,SW,47600,E01003047,Greater London
SW2 1PB,Yes,51.45518,22,-0.116004,SW2,SW,71300,E01003177,Greater London
SW2 2AF,Yes,51.449971,11,-0.119827,SW2,SW,71300,E01003173,Greater London
SW2 2DB,Yes,51.451151,25,-0.112683,SW2,SW,49400,E01003179,Greater London
SW2 2DS,Yes,51.447238,30,-0.114258,SW2,SW,49400,E01003175,Greater London
SW2 2EX,Yes,51.449493,40,-0.113587,SW2,SW,49400,E01003172,Greater London
SW2 2NS,Yes,51.444488,9,-0.112181,SW2,SW,49400,E01003174,Greater London
SW2 3BA,Yes,51.438362,50,-0.122103,SW2,SW,64100,E01003134,Greater London
SW2 3BF,Yes,51.442098,,-0.122298,SW2,SW,62600,E01003130,Greater London
SW2 3DY,Yes,51.443797,4,-0.120602,SW2,SW,51300,E01003137,Greater London
SW2 3EB,Yes,51.441674,109,-0.117218,SW2,SW,49400,E01003132,Greater London
SW2 4AQ,Yes,51.446447,,-0.12825,SW2,SW,51300,E01003136,Greater London
SW2 4AY,Yes,51.441476,77,-0.130134,SW2,SW,62600,E01003131,Greater London
SW2 4DA,Yes,51.451534,18,-0.127046,SW2,SW,57600,E01003022,Greater London
SW2 4LY,Yes,51.449655,38,-0.129282,SW2,SW,51300,E01003159,Greater London
SW2 5AD,Yes,51.457995,51,-0.123931,SW2,SW,78200,E01003019,Greater London
SW2 5BU,Yes,51.460363,,-0.126929,SW2,SW,78200,E01003058,Greater London
SW2 5DA,Yes,51.454215,131,-0.123179,SW2,SW,57600,E01003021,Greater London
SW2 5SG,Yes,51.461102,72,-0.117499,SW2,SW,57300,E01003055,Greater London
SW2 5UG,Yes,51.459941,9,-0.128659,SW2,SW,61900,E01003057,Greater London
SW20 0AF,Yes,51.418036,,-0.240183,SW20,SW,80900,E01003463,Greater London
SW20 0AH,Yes,51.409695,20,-0.245818,SW20,SW,80900,E01003445,Greater London
SW20 0AT,Yes,51.408411,,-0.231005,SW20,SW,63500,E01003446,Greater London
SW20 0BB,Yes,51.410353,26,-0.23638,SW20,SW,80900,E01003444,Greater London
SW20 0JT,Yes,51.407946,57,-0.229369,SW20,SW,63500,E01003381,Greater London
SW20 0LJ,Yes,51.411202,144,-0.231832,SW20,SW,80900,E01003443,Greater London
SW20 8BT,Yes,51.408753,101,-0.223284,SW20,SW,85500,E01003382,Greater London
SW20 8BU,Yes,51.408704,,-0.214745,SW20,SW,63500,E01003366,Greater London
SW3 1WP,Yes,51.463324,,-0.138875,SW3,SW,73100,E01003039,Greater London
SW3 2AB,Yes,51.4937,,-0.169155,SW3,SW,58800,E01002821,Greater London
SW3 2NS,Yes,51.492708,85,-0.164398,SW3,SW,58800,E01002858,Greater London
SW3 2PA,Yes,51.492447,78,-0.163227,SW3,SW,58800,E01002861,Greater London
SW3 3DL,Yes,51.49236,15,-0.167437,SW3,SW,58800,E01002862,Greater London
SW3 3NR,Yes,51.489661,43,-0.165547,SW3,SW,73900,E01002914,Greater London
SW3 3PA,Yes,51.492716,8,-0.169497,SW3,SW,58800,E01002823,Greater London
SW3 4AA,Yes,51.485496,,-0.164356,SW3,SW,70000,E01002899,Greater London
SW3 4AB,Yes,51.485275,2,-0.163472,SW3,SW,70000,E01002901,Greater London
SW3 4AJ,Yes,51.48628,25,-0.162726,SW3,SW,70000,E01002903,Greater London
SW3 4HH,Yes,51.485232,43,-0.163042,SW3,SW,70000,E01002900,Greater London
SW3 5AA,Yes,51.483838,32,-0.174519,SW3,SW,73900,E01002845,Greater London
SW3 5AR,Yes,51.483564,7,-0.172542,SW3,SW,73900,E01002844,Greater London
SW3 6HH,Yes,51.491462,14,-0.172606,SW3,SW,91100,E01002822,Greater London
SW4 0AA,Yes,51.461791,68,-0.148335,SW4,SW,73100,E01003042,Greater London
SW4 0AD,Yes,51.462714,10,-0.137299,SW4,SW,61900,E01003041,Greater London
SW4 0AR,Yes,51.465621,,-0.146553,SW4,SW,73100,E01003038,Greater London
SW4 0DN,Yes,51.466193,66,-0.139533,SW4,SW,71400,E01003036,Greater London
SW4 0DX,Yes,51.467573,70,-0.140258,SW4,SW,71400,E01003034,Greater London
SW4 0ND,Yes,51.466366,12,-0.147563,SW4,SW,73100,E01003037,Greater London
SW4 0NE,Yes,51.462654,1,-0.146587,SW4,SW,73100,E01003040,Greater London
SW4 6AH,Yes,51.463523,30,-0.136157,SW4,SW,71400,E01003035,Greater London
SW4 6AN,Yes,51.472528,48,-0.126805,SW4,SW,53900,E01003128,Greater London
SW4 6AS,Yes,51.468812,,-0.127738,SW4,SW,71400,E01003090,Greater London
SW4 6BF,Yes,51.469851,,-0.126918,SW4,SW,53900,E01003092,Greater London
SW4 6HT,Yes,51.468361,68,-0.135629,SW4,SW,71400,E01003095,Greater London
SW4 6JX,Yes,51.46886,19,-0.135882,SW4,SW,53900,E01003091,Greater London
SW4 6QE,Yes,51.471981,34,-0.128584,SW4,SW,50600,E01003123,Greater London
SW4 6RQ,Yes,51.474248,17,-0.126922,SW4,SW,53900,E01003126,Greater London
SW4 6SS,Yes,51.474504,196,-0.126076,SW4,SW,50600,E01003124,Greater London
SW4 7AA,Yes,51.461553,55,-0.137836,SW4,SW,61900,E01003032,Greater London
SW4 7AZ,Yes,51.45908,14,-0.13048,SW4,SW,61900,E01003029,Greater London
SW4 7BF,Yes,51.463185,,-0.13299,SW4,SW,78200,E01003054,Greater London
SW4 7BW,Yes,51.458679,17,-0.134671,SW4,SW,90700,E01003027,Greater London
SW4 7FA,Yes,51.462197,,-0.127937,SW4,SW,78200,E01003056,Greater London
SW4 7RB,Yes,51.463258,110,-0.122938,SW4,SW,78200,E01003053,Greater London
SW4 7SQ,Yes,51.464328,5,-0.129099,SW4,SW,59900,E01003088,Greater London
SW4 8AF,Yes,51.45224,89,-0.136919,SW4,SW,90700,E01003028,Greater London
SW4 8AX,Yes,51.450626,27,-0.13271,SW4,SW,51300,E01003160,Greater London
SW4 8QF,Yes,51.454668,70,-0.13577,SW4,SW,90700,E01003033,Greater London
SW4 9DA,Yes,51.457073,94,-0.142826,SW4,SW,90700,E01003026,Greater London
SW5 0AL,Yes,51.49113,53,-0.18604,SW5,SW,91100,E01002836,Greater London
SW5 0EL,Yes,51.491631,39,-0.191681,SW5,SW,73800,E01002849,Greater London
SW5 0ER,Yes,51.492181,127,-0.19006,SW5,SW,67000,E01002834,Greater London
SW5 0LS,Yes,51.492652,4,-0.187348,SW5,SW,67000,E01002839,Greater London
SW5 0PG,Yes,51.49296,54,-0.190404,SW5,SW,67000,E01002850,Greater London
SW5 0SJ,Yes,51.494981,20,-0.193191,SW5,SW,80000,E01002815,Greater London
SW5 0SS,Yes,51.494991,48,-0.192658,SW5,SW,67000,E01002812,Greater London
SW5 0UB,Yes,51.494433,,-0.19486,SW5,SW,57000,E01002851,Greater London
SW5 9AB,Yes,51.491639,17,-0.193366,SW5,SW,57000,E01002847,Greater London
SW5 9EA,Yes,51.490286,,-0.198966,SW5,SW,57000,E01002848,Greater London
SW5 9JF,Yes,51.488511,44,-0.193423,SW5,SW,73800,E01002846,Greater London
SW5 9QL,Yes,51.494133,144,-0.197719,SW5,SW,57000,E01002814,Greater London
SW6 1AA,Yes,51.480062,44,-0.196579,SW6,SW,65700,E01001953,Greater London
SW6 1AB,Yes,51.480985,5,-0.198209,SW6,SW,66500,E01001881,Greater London
SW6 1AE,Yes,51.480258,33,-0.195962,SW6,SW,66500,E01001880,Greater London
SW6 1AF,Yes,51.480405,5,-0.193839,SW6,SW,70000,E01001920,Greater London
SW6 1BQ,Yes,51.482707,,-0.194987,SW6,SW,66500,E01001883,Greater London
SW6 1EF,Yes,51.478434,116,-0.197805,SW6,SW,65700,E01001947,Greater London
SW6 1FZ,Yes,51.485205,,-0.201902,SW6,SW,66500,E01001884,Greater London
SW6 1TH,Yes,51.485784,28,-0.20211,SW6,SW,50600,E01001912,Greater London
SW6 1TR,Yes,51.487376,,-0.199705,SW6,SW,50600,E01001911,Greater London
SW6 2AA,Yes,51.476659,3,-0.191673,SW6,SW,70000,E01001923,Greater London
SW6 2AH,Yes,51.475714,42,-0.19172,SW6,SW,70000,E01001924,Greater London
SW6 2BZ,Yes,51.467339,,-0.186196,SW6,SW,62800,E01032788,Greater London
SW6 2DA,Yes,51.478745,33,-0.193473,SW6,SW,70000,E01001921,Greater London
SW6 2FE,Yes,51.473128,,-0.191391,SW6,SW,62800,E01001935,Greater London
SW6 2FG,Yes,51.474122,,-0.182971,SW6,SW,62800,E01032789,Greater London
SW6 2GS,Yes,51.467186,,-0.187997,SW6,SW,66300,E01001938,Greater London
SW6 2GX,Yes,51.472537,67,-0.182117,SW6,SW,62800,E01032790,Greater London
SW6 2LR,Yes,51.468703,,-0.19014,SW6,SW,66300,E01001937,Greater London
SW6 2TF,Yes,51.473547,111,-0.192214,SW6,SW,66300,E01001925,Greater London
SW6 3BH,Yes,51.465982,,-0.196745,SW6,SW,66300,E01001934,Greater London
SW6 3BQ,Yes,51.468532,,-0.210611,SW6,SW,85400,E01001915,Greater London
SW6 3DR,Yes,51.468378,6,-0.199396,SW6,SW,85400,E01001916,Greater London
SW6 3EE,Yes,51.470749,,-0.206795,SW6,SW,85400,E01001952,Greater London
SW6 3LY,Yes,51.470903,55,-0.205128,SW6,SW,85400,E01001926,Greater London
SW6 3TE,Yes,51.471936,91,-0.197456,SW6,SW,70000,E01001922,Greater London
SW6 4DA,Yes,51.47493,2,-0.202681,SW6,SW,65700,E01001948,Greater London
SW6 4DH,Yes,51.476074,88,-0.202218,SW6,SW,65700,E01001950,Greater London
SW6 4DX,Yes,51.474193,91,-0.20569,SW6,SW,65700,E01001951,Greater London
SW6 5AA,Yes,51.476777,154,-0.206372,SW6,SW,65700,E01001949,Greater London
SW6 5EA,Yes,51.474908,101,-0.210098,SW6,SW,84900,E01001906,Greater London
SW6 5LB,Yes,51.473024,77,-0.210292,SW6,SW,84900,E01001907,Greater London
SW6 6AA,Yes,51.48081,78,-0.214322,SW6,SW,84900,E01001904,Greater London
SW6 6AR,Yes,51.481701,,-0.223274,SW6,SW,79100,E01001888,Greater London
SW6 6AT,Yes,51.477442,31,-0.209984,SW6,SW,84900,E01001905,Greater London
SW6 6AW,Yes,51.478396,,-0.212285,SW6,SW,64400,E01001902,Greater London
SW6 6AX,Yes,51.4785,16,-0.210841,SW6,SW,64400,E01001901,Greater London
SW6 6BB,Yes,51.48017,3,-0.211922,SW6,SW,64400,E01001903,Greater London
SW6 6ES,Yes,51.473069,31,-0.218651,SW6,SW,79100,E01001919,Greater London
SW6 6HP,Yes,51.482809,118,-0.219308,SW6,SW,58700,E01001887,Greater London
SW6 6HR,Yes,51.481601,27,-0.218506,SW6,SW,79100,E01001917,Greater London
SW6 6HT,Yes,51.480245,28,-0.218002,SW6,SW,79100,E01001918,Greater London
SW6 7AB,Yes,51.479686,33,-0.2032,SW6,SW,66500,E01001882,Greater London
SW6 7AW,Yes,51.482423,,-0.214547,SW6,SW,58700,E01001886,Greater London
SW6 7BF,Yes,51.484661,,-0.203268,SW6,SW,50600,E01001885,Greater London
SW6 7HD,Yes,51.481438,62,-0.208431,SW6,SW,64400,E01001879,Greater London
SW6 7SR,Yes,51.485262,29,-0.203158,SW6,SW,50600,E01001909,Greater London
SW6 7ST,Yes,51.484501,,-0.208771,SW6,SW,73100,E01001913,Greater London
SW7 1AA,Yes,51.499581,50,-0.17147,SW7,SW,86100,E01004692,Greater London
SW7 1AB,Yes,51.498994,41,-0.17132,SW7,SW,86100,E01004688,Greater London
SW7 1WZ,Yes,51.497984,,-0.174506,SW7,SW,91100,E01002820,Greater London
SW7 3RA,Yes,51.491601,25,-0.179788,SW7,SW,91100,E01002835,Greater London
SW7 4AA,Yes,51.497303,75,-0.187466,SW7,SW,67000,E01002888,Greater London
SW7 4AJ,Yes,51.496818,70,-0.184013,SW7,SW,90300,E01002887,Greater London
SW7 4BG,Yes,51.496594,63,-0.188747,SW7,SW,90300,E01002890,Greater London
SW7 4PP,Yes,51.498933,28,-0.183569,SW7,SW,90300,E01002892,Greater London
SW7 5BB,Yes,51.501703,,-0.18477,SW7,SW,90300,E01002891,Greater London
SW8 1AA,Yes,51.4784,13,-0.117726,SW8,SW,50600,E01003125,Greater London
SW8 1AB,Yes,51.479026,16,-0.118676,SW8,SW,62700,E01003098,Greater London
SW8 1AW,Yes,51.481634,22,-0.122659,SW8,SW,62900,E01003104,Greater London
SW8 1BJ,Yes,51.477437,78,-0.122255,SW8,SW,62900,E01003129,Greater London
SW8 1QR,Yes,51.479711,78,-0.124408,SW8,SW,50600,E01003097,Greater London
SW8 2AU,Yes,51.485134,613,-0.127283,SW8,SW,62900,E01033208,Greater London
SW8 2AY,Yes,51.474033,,-0.133209,SW8,SW,53900,E01003089,Greater London
SW8 2BA,Yes,51.47666,109,-0.128782,SW8,SW,50600,E01003121,Greater London
SW8 2BN,Yes,51.475292,48,-0.132092,SW8,SW,62900,E01003122,Greater London
SW8 3AE,Yes,51.471204,,-0.143551,SW8,SW,62100,E01004564,Greater London
SW8 3PB,Yes,51.468308,15,-0.150926,SW8,SW,66900,E01004565,Greater London
SW8 4AD,Yes,51.478073,,-0.140076,SW8,SW,62100,E01004567,Greater London
SW9 0AA,Yes,51.471957,24,-0.113034,SW9,SW,59100,E01003186,Greater London
SW9 0AE,Yes,51.470553,61,-0.113553,SW9,SW,47600,E01003059,Greater London
SW9 0AJ,Yes,51.473663,77,-0.118522,SW9,SW,59900,E01003127,Greater London
SW9 0DP,Yes,51.468114,12,-0.114561,SW9,SW,47600,E01003060,Greater London
SW9 0DS,Yes,51.478128,86,-0.112607,SW9,SW,59100,E01003181,Greater London
SW9 0EE,Yes,51.476468,77,-0.116189,SW9,SW,59100,E01003185,Greater London
SW9 0FQ,Yes,51.466871,,-0.117135,SW9,SW,47600,E01003061,Greater London
SW9 6BN,Yes,51.473837,,-0.110293,SW9,SW,59100,E01003184,Greater London
SW9 6ND,Yes,51.471352,29,-0.10897,SW9,SW,45300,E01003188,Greater London
SW9 7AP,Yes,51.469982,64,-0.111535,SW9,SW,47600,E01003045,Greater London
SW9 7BY,Yes,51.464979,,-0.10856,SW9,SW,47600,E01003049,Greater London
SW9 8AE,Yes,51.463981,19,-0.121497,SW9,SW,59900,E01003096,Greater London
SW9 9AW,Yes,51.469042,,-0.120814,SW9,SW,59900,E01003093,Greater London
SW9 9BN,Yes,51.469723,85,-0.124588,SW9,SW,59900,E01003094,Greater London
TN14 7NQ,Yes,51.307969,9,0.079479,TN14,TN,50800,E01000748,Greater London
TN14 7SF,Yes,51.333723,,0.180935,TN14,TN,60000,E01024452,Greater London
TN16 1ZT,Yes,51.314322,,0.033717,TN16,TN,58600,E01000657,Greater London
TN16 2NN,Yes,51.307048,23,0.032061,TN16,TN,58600,E01000654,Greater London
TN16 2PB,Yes,51.30729,63,0.034167,TN16,TN,50800,E01032570,Greater London
TN16 3BE,Yes,51.317372,38,0.033106,TN16,TN,50800,E01000658,Greater London
TN16 3JQ,Yes,51.310421,38,0.023702,TN16,TN,58600,E01000659,Greater London
TN16 3NF,Yes,51.310051,36,0.026899,TN16,TN,58600,E01000655,Greater London
TW1 1AA,Yes,51.450384,,-0.331899,TW1,TW,80800,E01003870,Greater London
TW1 1AF,Yes,51.464507,,-0.321588,TW1,TW,89400,E01003871,Greater London
TW1 1AG,Yes,51.458292,93,-0.33919,TW1,TW,54300,E01002672,Greater London
TW1 1AS,Yes,51.457219,,-0.325641,TW1,TW,89400,E01003866,Greater London
TW1 1AY,Yes,51.453138,,-0.333972,TW1,TW,80800,E01003867,Greater London
TW1 1BA,Yes,51.45287,26,-0.330923,TW1,TW,80800,E01003869,Greater London
TW1 1FA,Yes,51.449954,,-0.33013,TW1,TW,80200,E01003897,Greater London
TW1 1JN,Yes,51.453505,1,-0.323782,TW1,TW,89400,E01003868,Greater London
TW1 1LU,Yes,51.458243,85,-0.323084,TW1,TW,89400,E01003872,Greater London
TW1 2AG,Yes,51.456682,,-0.308906,TW1,TW,78500,E01003893,Greater London
TW1 2AR,Yes,51.454999,65,-0.315091,TW1,TW,78500,E01003894,Greater London
TW1 2DZ,Yes,51.454774,109,-0.308789,TW1,TW,78500,E01003892,Greater London
TW1 2NG,Yes,51.450334,11,-0.317732,TW1,TW,78500,E01003895,Greater London
TW1 3AA,Yes,51.4475,,-0.324528,TW1,TW,80200,E01003896,Greater London
TW1 4AF,Yes,51.445149,,-0.335601,TW1,TW,80200,E01003882,Greater London
TW1 4AS,Yes,51.437081,18,-0.336765,TW1,TW,74600,E01003881,Greater London
TW1 4BH,Yes,51.445092,9,-0.337949,TW1,TW,74600,E01003884,Greater London
TW1 4HR,Yes,51.448115,16,-0.33681,TW1,TW,80200,E01003883,Greater London
TW1 4JT,Yes,51.442054,34,-0.334253,TW1,TW,74600,E01003880,Greater London
TW1 4TD,Yes,51.433313,15,-0.338038,TW1,TW,77300,E01003890,Greater London
TW10 5AA,Yes,51.463405,70,-0.285825,TW10,TW,73800,E01003863,Greater London
TW10 5AH,Yes,51.462303,16,-0.286068,TW10,TW,73800,E01003862,Greater London
TW10 5AP,Yes,51.461573,31,-0.285966,TW10,TW,77000,E01003875,Greater London
TW10 5EZ,Yes,51.463975,,-0.304611,TW10,TW,90400,E01003876,Greater London
TW10 5HS,Yes,51.451845,3,-0.28243,TW10,TW,77000,E01003878,Greater London
TW10 5HU,Yes,51.449825,6,-0.296212,TW10,TW,90400,E01003821,Greater London
TW10 5HX,Yes,51.4443,5,-0.294101,TW10,TW,75000,E01003816,Greater London
TW10 6AA,Yes,51.456784,82,-0.301043,TW10,TW,90400,E01003877,Greater London
TW10 6BS,Yes,51.45525,,-0.296341,TW10,TW,90400,E01003879,Greater London
TW10 6BY,Yes,51.461433,10,-0.294263,TW10,TW,77000,E01003874,Greater London
TW10 6DA,Yes,51.461392,9,-0.296985,TW10,TW,77000,E01003873,Greater London
TW10 7BG,Yes,51.436426,,-0.318574,TW10,TW,56400,E01003819,Greater London
TW10 7BH,Yes,51.432928,,-0.317926,TW10,TW,56400,E01003820,Greater London
TW10 7NB,Yes,51.436074,20,-0.321004,TW10,TW,56400,E01003818,Greater London
TW11 0AA,Yes,51.426102,,-0.334934,TW11,TW,68600,E01003887,Greater London
TW11 0AH,Yes,51.424012,27,-0.335283,TW11,TW,68600,E01003888,Greater London
TW11 0AS,Yes,51.427389,,-0.33306,TW11,TW,68600,E01003886,Greater London
TW11 0EN,Yes,51.427645,,-0.346033,TW11,TW,67800,E01003814,Greater London
TW11 0NU,Yes,51.428939,64,-0.344713,TW11,TW,67800,E01003810,Greater London
TW11 0RA,Yes,51.432398,104,-0.347674,TW11,TW,77300,E01003812,Greater London
TW11 8AA,Yes,51.429673,39,-0.328,TW11,TW,77300,E01003891,Greater London
TW11 8GU,Yes,51.429765,,-0.340217,TW11,TW,77300,E01003811,Greater London
TW11 9AZ,Yes,51.423398,14,-0.328157,TW11,TW,71200,E01003838,Greater London
TW11 9BB,Yes,51.426397,51,-0.327861,TW11,TW,71200,E01003836,Greater London
TW11 9FE,Yes,51.418454,,-0.31512,TW11,TW,71200,E01003837,Greater London
TW11 9JP,Yes,51.424319,60,-0.321507,TW11,TW,71200,E01003835,Greater London
TW12 1AA,Yes,51.432255,90,-0.375409,TW12,TW,56400,E01003829,Greater London
TW12 1AX,Yes,51.432023,18,-0.367792,TW12,TW,56400,E01003830,Greater London
TW12 1BP,Yes,51.425879,,-0.358633,TW12,TW,67800,E01003815,Greater London
TW12 1DA,Yes,51.430612,41,-0.354996,TW12,TW,67800,E01003813,Greater London
TW12 1EE,Yes,51.432278,62,-0.3784,TW12,TW,56400,E01003831,Greater London
TW12 1TP,Yes,51.414573,,-0.370032,TW12,TW,66900,E01003827,Greater London
TW12 2AF,Yes,51.416175,,-0.381142,TW12,TW,66900,E01003826,Greater London
TW12 2AT,Yes,51.415881,20,-0.36841,TW12,TW,66900,E01003822,Greater London
TW12 2FZ,Yes,51.409044,,-0.383809,TW12,TW,72500,E01030756,Surrey
TW12 2JH,Yes,51.419421,80,-0.375317,TW12,TW,66900,E01003824,Greater London
TW12 2JJ,Yes,51.420962,44,-0.376197,TW12,TW,66900,E01003825,Greater London
TW12 3BB,Yes,51.424031,80,-0.368609,TW12,TW,56400,E01003828,Greater London
TW12 3LT,Yes,51.427885,,-0.377383,TW12,TW,56400,E01003833,Greater London
TW12 3PJ,Yes,51.424756,6,-0.383269,TW12,TW,56400,E01003832,Greater London
TW13 4AA,Yes,51.445927,99,-0.415763,TW13,TW,51800,E01033000,Greater London
TW13 4AB,Yes,51.443553,,-0.411155,TW13,TW,56300,E01002614,Greater London
TW13 4AD,Yes,51.446929,10,-0.413441,TW13,TW,51800,E01033030,Greater London
TW13 4AE,Yes,51.447165,,-0.409605,TW13,TW,54100,E01002612,Greater London
TW13 4DD,Yes,51.444044,,-0.411569,TW13,TW,51800,E01002598,Greater London
TW13 4ED,Yes,51.442895,81,-0.41702,TW13,TW,51800,E01002599,Greater London
TW13 4EF,Yes,51.442291,96,-0.419573,TW13,TW,51800,E01002600,Greater London
TW13 4HF,Yes,51.438636,14,-0.419282,TW13,TW,56300,E01002616,Greater London
TW13 4JB,Yes,51.435598,15,-0.422013,TW13,TW,56300,E01002602,Greater London
TW13 4LP,Yes,51.443962,88,-0.423415,TW13,TW,56300,E01002596,Greater London
TW13 4LZ,Yes,51.439306,2,-0.423604,TW13,TW,56300,E01002601,Greater London
TW13 5AG,Yes,51.439109,,-0.376245,TW13,TW,45500,E01002605,Greater London
TW13 5AP,Yes,51.447988,14,-0.402654,TW13,TW,54100,E01002611,Greater London
TW13 5EA,Yes,51.443793,66,-0.395073,TW13,TW,54100,E01002613,Greater London
TW13 5EE,Yes,51.441546,67,-0.3899,TW13,TW,45500,E01002615,Greater London
TW13 5JJ,Yes,51.444282,79,-0.384191,TW13,TW,45500,E01002607,Greater London
TW13 5LN,Yes,51.442037,87,-0.382443,TW13,TW,45500,E01002604,Greater London
TW13 6AF,Yes,51.434801,46,-0.391173,TW13,TW,51900,E01002608,Greater London
TW13 6AG,Yes,51.427209,,-0.38967,TW13,TW,51900,E01002610,Greater London
TW13 6AY,Yes,51.43941,73,-0.386291,TW13,TW,45500,E01002606,Greater London
TW13 6EZ,Yes,51.437399,,-0.375449,TW13,TW,66300,E01003903,Greater London
TW13 6LA,Yes,51.434625,45,-0.381669,TW13,TW,51900,E01002609,Greater London
TW13 6XJ,Yes,51.431322,63,-0.400416,TW13,TW,51900,E01002617,Greater London
TW14 0AA,Yes,51.450907,55,-0.405013,TW14,TW,54100,E01002593,Greater London
TW14 0AB,Yes,51.451481,47,-0.404921,TW14,TW,54100,E01002594,Greater London
TW14 0AF,Yes,51.460511,,-0.411717,TW14,TW,50800,E01002592,Greater London
TW14 0AH,Yes,51.451281,90,-0.400798,TW14,TW,54100,E01002591,Greater London
TW14 0HH,Yes,51.460144,,-0.397933,TW14,TW,53700,E01002589,Greater London
TW14 0HN,Yes,51.459073,20,-0.399158,TW14,TW,54000,E01002650,Greater London
TW14 0PR,Yes,51.465829,,-0.423288,TW14,TW,50800,E01002555,Greater London
TW14 8AA,Yes,51.452215,79,-0.427304,TW14,TW,48100,E01002560,Greater London
TW14 8BA,Yes,51.447495,163,-0.428042,TW14,TW,48100,E01002561,Greater London
TW14 8BF,Yes,51.447252,193,-0.442859,TW14,TW,48100,E01002559,Greater London
TW14 8BL,Yes,51.453625,16,-0.427832,TW14,TW,48100,E01002558,Greater London
TW14 8DA,Yes,51.454133,29,-0.427526,TW14,TW,50800,E01002556,Greater London
TW14 8EL,Yes,51.449656,99,-0.439049,TW14,TW,48100,E01002557,Greater London
TW14 8FP,Yes,51.446953,,-0.458318,TW14,TW,64400,E01030709,Surrey
TW14 8NG,Yes,51.453845,,-0.447061,TW14,TW,57500,E01002444,Greater London
TW14 9AA,Yes,51.45003,,-0.41596,TW14,TW,50800,E01002590,Greater London
TW14 9EA,Yes,51.456722,27,-0.412756,TW14,TW,50800,E01002595,Greater London
TW14 9NH,Yes,51.44967,96,-0.41798,TW14,TW,51800,E01002603,Greater London
TW15 1AA,Yes,51.432101,34,-0.440238,TW15,TW,61800,E01030706,Surrey
TW15 1BP,Yes,51.433534,8,-0.452029,TW15,TW,61800,E01030703,Surrey
TW15 1BW,Yes,51.427504,,-0.444876,TW15,TW,60200,E01030697,Surrey
TW15 1DA,Yes,51.422757,18,-0.434802,TW15,TW,60200,E01030700,Surrey
TW15 1DE,Yes,51.420813,12,-0.445448,TW15,TW,60200,E01030725,Surrey
TW15 1DH,Yes,51.432391,34,-0.45329,TW15,TW,61800,E01030702,Surrey
TW15 1EA,Yes,51.429199,18,-0.447184,TW15,TW,61800,E01030701,Surrey
TW15 1JG,Yes,51.423813,69,-0.44587,TW15,TW,60200,E01030698,Surrey
